date,blockchain,account_name,subaccount_name,subaccount_address,type,direction,tx_index,tx_hash,token_name,token_id,contract_address,symbol,block_hash,block_number,method_id,from_address,to_address,amount,fees
2024-01-20 00:59:59,ethereum,metamask,phone:wallet-1,0x236ba53b56fee4901cdac3170d17f827df43e969,erc-20,OUT,41,0x9f8f20083eca2ec7a7d2e8d9ef589bbfee025bd97cc7974d0d721c83a051f71e,USDC,,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,0x29cc33406c55ac03437cd00810b08e837fbc1a6b536e687809b4b593d238e68b,19044647,,0x236ba53b56fee4901cdac3170d17f827df43e969,0x74de5d4fcbf63e00296fd95d33236b9794016631,70,0.003643378582268388
2024-01-19 04:22:23,ethereum,metamask,phone:wallet-1,0x236ba53b56fee4901cdac3170d17f827df43e969,erc-20,OUT,64,0xe6089726a17865ff6499337f7fd8313c1581f94cca3831d34cd5123a8276c362,USDC,,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,0xd497c591dec129d48b822b15f1f749732c48f57ef44bd8777d638aebfd93678b,19038491,,0x236ba53b56fee4901cdac3170d17f827df43e969,0x34e158883efc81c5d92fde785fba48db738711ee,30,0.002496829281673272
2024-01-19 04:13:59,ethereum,metamask,phone:wallet-1,0x236ba53b56fee4901cdac3170d17f827df43e969,erc-20,IN,103,0x1dcca45353e1456f26613f6d950d6394f9311225d93005f50a3e919a7cfad7c2,USDC,,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,0x07ee1e9f9683d34fb29f55400548e03c8583658b73c98baa4e705afd00472112,19038449,,0x807094978f58faf5925ae94f94ab24fbdaa64c6e,0x236ba53b56fee4901cdac3170d17f827df43e969,100,0.001684844388359664
