account_name,subaccount_name,subaccount_address,id,fee,receiver_rewards,round_time,sender,sender_rewards,tx_type,amount,receiver,direction,to_self
ledger,nano:x-1:general-2,LO26MYSSWSFN5U6JDXAOZN2HZ3GCQHLXYEPHRTPJDSD4A3IZUK25GCV7UM,2LWLYVWAHHATAF56COAGX3HYF4S7G2EHGYQ2HHMISK2Y7AUCW5AQ,0.001,0,2024-01-27 11:17:50,YXDKDH5XHXL6OYMH2HYCJCXOZWPOBEUNK5ICFVJRFW3JVQXZ6HQ6QPVQVA,0,pay,5125.097600,LO26MYSSWSFN5U6JDXAOZN2HZ3GCQHLXYEPHRTPJDSD4A3IZUK25GCV7UM,IN,false
ledger,nano:x-1:general-2,LO26MYSSWSFN5U6JDXAOZN2HZ3GCQHLXYEPHRTPJDSD4A3IZUK25GCV7UM,2LWLYVWAHHATAF56COAGX3HYF4S7G2EHGYQ2HHMISK2Y7AUCW5AQ,0,0.000000,2024-01-27 11:17:50,YXDKDH5XHXL6OYMH2HYCJCXOZWPOBEUNK5ICFVJRFW3JVQXZ6HQ6QPVQVA,0.000000,pay,0,LO26MYSSWSFN5U6JDXAOZN2HZ3GCQHLXYEPHRTPJDSD4A3IZUK25GCV7UM,IN,false
ledger,nano:x-1:general-2,LO26MYSSWSFN5U6JDXAOZN2HZ3GCQHLXYEPHRTPJDSD4A3IZUK25GCV7UM,Z4MR4XAZBKWIGPKAEZFFNR7I3JCVMP7IX47GEY5KSQARLCU2ZLHA,0.001,0,2024-01-22 11:51:35,LO26MYSSWSFN5U6JDXAOZN2HZ3GCQHLXYEPHRTPJDSD4A3IZUK25GCV7UM,0,pay,6755.969900,ZZ5E34HAUMCODHGZX2EVXMXCPXT4TJGBZW5DR5ST6NHQMLVYGZNQXZMNSI,OUT,false
ledger,nano:x-1:general-2,LO26MYSSWSFN5U6JDXAOZN2HZ3GCQHLXYEPHRTPJDSD4A3IZUK25GCV7UM,Z4MR4XAZBKWIGPKAEZFFNR7I3JCVMP7IX47GEY5KSQARLCU2ZLHA,0,0.000000,2024-01-22 11:51:35,LO26MYSSWSFN5U6JDXAOZN2HZ3GCQHLXYEPHRTPJDSD4A3IZUK25GCV7UM,0.000000,pay,0,ZZ5E34HAUMCODHGZX2EVXMXCPXT4TJGBZW5DR5ST6NHQMLVYGZNQXZMNSI,OUT,false
ledger,nano:x-1:general-2,LO26MYSSWSFN5U6JDXAOZN2HZ3GCQHLXYEPHRTPJDSD4A3IZUK25GCV7UM,XFQUETRNETO55HVUHOXE2LAPXFYSPE4SOTJZE4ETMCVUF4PWE4MA,0.001,0,2024-01-22 11:40:33,YXDKDH5XHXL6OYMH2HYCJCXOZWPOBEUNK5ICFVJRFW3JVQXZ6HQ6QPVQVA,0,pay,6755.970900,LO26MYSSWSFN5U6JDXAOZN2HZ3GCQHLXYEPHRTPJDSD4A3IZUK25GCV7UM,IN,false
ledger,nano:x-1:general-2,LO26MYSSWSFN5U6JDXAOZN2HZ3GCQHLXYEPHRTPJDSD4A3IZUK25GCV7UM,XFQUETRNETO55HVUHOXE2LAPXFYSPE4SOTJZE4ETMCVUF4PWE4MA,0,0.000000,2024-01-22 11:40:33,YXDKDH5XHXL6OYMH2HYCJCXOZWPOBEUNK5ICFVJRFW3JVQXZ6HQ6QPVQVA,0.000000,pay,0,LO26MYSSWSFN5U6JDXAOZN2HZ3GCQHLXYEPHRTPJDSD4A3IZUK25GCV7UM,IN,false
ledger,nano:x-1:general-2,LO26MYSSWSFN5U6JDXAOZN2HZ3GCQHLXYEPHRTPJDSD4A3IZUK25GCV7UM,V6IFGYPRTEKZASW265HDLGVP3ZVXL6KDLSGMOOZWCR7AJTQPVEFQ,0.001,0,2024-01-21 12:12:54,LO26MYSSWSFN5U6JDXAOZN2HZ3GCQHLXYEPHRTPJDSD4A3IZUK25GCV7UM,0,pay,7084.713000,ZZ5E34HAUMCODHGZX2EVXMXCPXT4TJGBZW5DR5ST6NHQMLVYGZNQXZMNSI,OUT,false
ledger,nano:x-1:general-2,LO26MYSSWSFN5U6JDXAOZN2HZ3GCQHLXYEPHRTPJDSD4A3IZUK25GCV7UM,V6IFGYPRTEKZASW265HDLGVP3ZVXL6KDLSGMOOZWCR7AJTQPVEFQ,0,0.000000,2024-01-21 12:12:54,LO26MYSSWSFN5U6JDXAOZN2HZ3GCQHLXYEPHRTPJDSD4A3IZUK25GCV7UM,0.000000,pay,0,ZZ5E34HAUMCODHGZX2EVXMXCPXT4TJGBZW5DR5ST6NHQMLVYGZNQXZMNSI,OUT,false
ledger,nano:x-1:general-2,LO26MYSSWSFN5U6JDXAOZN2HZ3GCQHLXYEPHRTPJDSD4A3IZUK25GCV7UM,TOTJL4M3W5L77PWATLXG5CMJOPSK24DSSN52YGMTBUYW7C4JHSXQ,0.001,0,2024-01-21 12:09:06,YXDKDH5XHXL6OYMH2HYCJCXOZWPOBEUNK5ICFVJRFW3JVQXZ6HQ6QPVQVA,0,pay,7084.714000,LO26MYSSWSFN5U6JDXAOZN2HZ3GCQHLXYEPHRTPJDSD4A3IZUK25GCV7UM,IN,false
ledger,nano:x-1:general-2,LO26MYSSWSFN5U6JDXAOZN2HZ3GCQHLXYEPHRTPJDSD4A3IZUK25GCV7UM,TOTJL4M3W5L77PWATLXG5CMJOPSK24DSSN52YGMTBUYW7C4JHSXQ,0,0.000000,2024-01-21 12:09:06,YXDKDH5XHXL6OYMH2HYCJCXOZWPOBEUNK5ICFVJRFW3JVQXZ6HQ6QPVQVA,0.000000,pay,0,LO26MYSSWSFN5U6JDXAOZN2HZ3GCQHLXYEPHRTPJDSD4A3IZUK25GCV7UM,IN,false
