1700000000,1117.930
1700086400,1124.770
1700172800,1159.250
1700259200,1086.440
1700345600,1075.740
1700432000,1097.910
1700518400,1199.500
1700604800,1245.140
1700691200,1242.260
1700777600,1260.950
1700864000,1276.400
1700950400,1336.660
1701036800,1340.170
1701123200,1326.610
1701209600,1266.550
1701296000,1238.350
1701382400,1157.360
1701468800,1192.100
1701555200,1234.200
1701641600,1231.420
1701728000,1266.880
1701814400,1246.040
1701900800,1260.260
1701987200,1236.840
1702073600,1283.040
1702160000,1314.070
1702246400,1279.510
1702332800,1281.900
1702419200,1264.450
1702505600,1331.300
1702592000,1330.730
1702678400,1324.660
1702764800,1334.760
1702851200,1303.450
1702937600,1281.570
1703024000,1237.710
1703110400,1201.710
1703196800,1198.390
1703283200,1215.390
1703369600,1220.650
1703456000,1250.400
1703542400,1291.750
1703628800,1320.070
1703715200,1300.900
1703801600,1285.910
1703888000,1283.700
1703974400,1359.040
1704060800,1412.890
1704147200,1500.410
1704233600,1510.580
1704320000,1494.810
1704406400,1470.790
1704492800,1479.130
1704579200,1560.670
1704665600,1597.100
1704752000,1591.930
1704838400,1683.170
1704924800,1715.910
1705011200,1732.220
1705097600,1846.510
1705184000,1968.630
1705270400,1921.920
1705356800,1900.270
1705443200,1866.300
1705529600,1858.420
1705616000,1866.980
1705702400,1808.170
1705788800,1718.230
1705875200,1760.040
1705961600,1850.260
1706048000,1834.570
1706134400,1807.840
1706220800,1785.280
1706307200,1775.140
1706393600,1776.850
1706480000,1821.760
1706566400,1790.430
1706652800,1816.020
1706739200,1856.300
1706825600,1947.830
1706912000,1936.860
1706998400,1848.500
1707084800,1836.570
1707171200,1732.740
1707257600,1764.560
1707344000,1680.780
1707430400,1664.450
1707516800,1725.070
1707603200,1797.550
1707689600,1897.710
1707776000,1854.540
1707862400,1912.730
1707948800,1999.770
1708035200,1992.130
1708121600,1942.900
1708208000,1951.020
1708294400,1918.700
1708380800,1915.950
1708467200,1916.250
1708553600,1984.110
1708640000,2026.180
1708726400,2034.040
1708812800,2023.240
1708899200,2158.010
1708985600,2331.450
1709072000,2351.130
1709158400,2326.440
1709244800,2398.200
1709331200,2470.150
1709417600,2570.550
1709504000,2690.080
1709590400,2651.130
1709676800,2648.010
1709763200,2709.690
1709849600,2894.730
1709936000,2983.250
1710022400,3217.640
1710108800,3309.490
1710195200,3352.660
1710281600,3340.150
