BTC,10,8,150000.00000000000000000,150000.00000000000000000,0.00000000022222222,0.00000000000000148,0.02000000000000000,0,1,4,542348.22234883531928062,0.00000000000000000,0
BTC,18,7,121416.40925119473831728,121416.40925119473831728,47.63931791466749388,0.00039236309332874,0.00000000000000000,0,0,-1,5563963.16227731481194496,0.00000000000000000,0
BTC,19,8,132740.50027765432605520,132740.50027765432605520,28.76583287057135863,0.00021670728082538,0.00000000000000000,0,0,-1,5208690.87574613187462091,0.00000000000000000,0
BTC,20,9,140978.58889729395741597,140978.58889729395741597,15.03568517117419567,0.00010665226038067,0.00000000000000000,0,0,-1,4872077.07721782661974430,0.00000000000000000,0
BTC,21,10,146499.92027638934087008,146499.92027638934087008,5.83346620601679433,0.00003981890362132,0.00000000000000000,0,1,5,4548141.80210212990641594,0.00000000000000000,0
BTC,22,11,150000.00000000000000000,150000.00000000000000000,0.00000000016666667,0.00000000000000111,0.00000000000000000,0,1,6,4240449.43596493266522884,0.00000000000000000,0
BTC,23,0,50000.00000000000000000,50000.00000000000000000,18755.93545160694338847,0.37511870903213884,0.00000000000000000,0,0,-1,5861354.49960672855377197,0.00000000000000000,0
BTC,24,1,53500.07972361065912992,53500.07972361065912992,18099.46275789174615056,0.33830721096858646,0.00000000000000000,0,0,-1,5514281.06054542120546103,0.00000000000000000,0
BTC,25,2,59021.41110270601348020,59021.41110270601348020,17063.88540835930325557,0.28911347745762317,0.00000000000000000,0,0,-1,5141238.53180580120533705,0.00000000000000000,0
BTC,26,3,67259.49972234567394480,67259.49972234567394480,15518.75482441351050511,0.23072956070854780,0.00000000000000000,0,0,-1,4759324.05041112191975117,0.00000000000000000,0
BTC,27,4,78583.59074880523257889,78583.59074880523257889,13394.81562100954033667,0.17045308687695965,0.00000000000000000,0,0,-1,4391327.25183145888149738,0.00000000000000000,0
BTC,28,5,92513.67681863416510168,92513.67681863416510168,10782.09766939913606620,0.11654598584960142,0.00000000000000000,0,0,-1,4058699.44655457977205515,0.00000000000000000,0
BTC,29,6,107486.32318136580579448,107486.32318136580579448,7973.83778220781368873,0.07418467341889862,0.00000000000000000,0,0,-1,3771216.90810973802581429,0.00000000000000000,0
BTC,30,7,121416.40925119473831728,121416.40925119473831728,5361.11983059740941826,0.04415482111240789,0.00000000000000000,0,0,-1,3522522.80788941727951169,0.00000000000000000,0
BTC,31,8,132740.50027765432605520,132740.50027765432605520,3237.18062719343834033,0.02438728662632883,0.00000000000000000,0,0,-1,3297601.34528848575428128,0.00000000000000000,0
BTC,32,9,140978.58889729395741597,140978.58889729395741597,1692.05004324764377088,0.01200217746880940,0.00000000000000000,0,0,-1,3084492.49676028406247497,0.00000000000000000,0
BTC,33,10,146499.92027638934087008,146499.92027638934087008,656.47269371519826109,0.00448104471645230,0.00000000000000000,0,0,-1,2879410.37065793666988611,0.00000000000000000,0
BTC,34,11,150000.00000000000000000,150000.00000000000000000,0.00000001875593545,0.00000000000012504,0.00000000000000000,0,0,-1,2684611.56521650683134794,0.00000000000000000,0
BTC,35,0,50000.00000000000000000,50000.00000000000000000,1336626.56968968291766942,26.73253139379365706,0.00000000000000000,0,0,-1,2927595.15351714892312884,0.00000000000000000,0
BTC,36,1,53500.07972361065912992,53500.07972361065912992,1289843.57414358179084957,24.10918975835372180,0.00000000000000000,0,0,-1,2754240.93681201897561550,0.00000000000000000,0
BTC,37,2,59021.41110270601348020,59021.41110270601348020,1216043.99192997952923179,20.60343812881536252,0.00000000000000000,0,0,-1,2567915.83068387582898140,0.00000000000000000,0
BTC,38,3,67259.49972234567394480,67259.49972234567394480,1105931.51060529355891049,16.44275552406270791,0.00000000000000000,0,0,-1,2377159.41339771822094917,0.00000000000000000,0
BTC,39,4,78583.59074880523257889,78583.59074880523257889,954570.70116979000158608,12.14720136957222252,0.00000000000000000,0,0,-1,2193354.51913583185523748,0.00000000000000000,0
BTC,40,5,92513.67681863416510168,92513.67681863416510168,768377.46957981516607106,8.30555541626736016,0.00000000000000000,0,0,-1,2027215.52332539646886289,0.00000000000000000,0
BTC,41,6,107486.32318136580579448,107486.32318136580579448,568249.10010986810084432,5.28671074878093616,0.00000000000000000,0,0,-1,1883625.42203935491852462,0.00000000000000000,0
BTC,42,7,121416.40925119473831728,121416.40925119473831728,382055.86851989338174462,3.14665761305351710,0.00000000000000000,0,0,-1,1759409.14360709674656391,0.00000000000000000,0
BTC,43,8,132740.50027765432605520,132740.50027765432605520,230695.05908438962069340,1.73794025637874650,0.00000000000000000,0,0,-1,1647066.68353636446408927,0.00000000000000000,0
BTC,44,9,140978.58889729395741597,140978.58889729395741597,120582.57775970370857976,0.85532546965376988,0.00000000000000000,0,0,-1,1540624.31903432938270271,0.00000000000000000,0
BTC,45,10,146499.92027638934087008,146499.92027638934087008,46782.99554610130871879,0.31933802733707761,0.00000000000000000,0,0,-1,1438191.09502603742294014,0.00000000000000000,0
BTC,46,11,150000.00000000000000000,150000.00000000000000000,0.00000133662656969,0.00000000000891084,0.00000000000000000,0,0,-1,1340894.12403417495079339,0.00000000000000000,0
BTC,47,0,50000.00000000000000000,50000.00000000000000000,47610168.96682158857584000,952.20337933643179440,0.00000000000000000,0,0,-1,2850931.18211320741102099,0.00000000000000000,0
BTC,48,1,53500.07972361065912992,53500.07972361065912992,45943775.09643708914518356,858.76087164335899615,0.00000000000000000,0,0,-1,2682116.53526501916348934,0.00000000000000000,0
BTC,49,2,59021.41110270601348020,59021.41110270601348020,43315059.89763165265321732,733.88722987759513217,0.00000000000000000,0,0,-1,2500670.66340903379023075,0.00000000000000000,0
